ID,Q20,valid_10_3min,valid_10_5min,valid_8_3min,valid_8_5min,valid_6_3min,valid_6_5min,Q21,Q595,state,urban,Q594,Q1525,Q23,Q5,Q8,Q9,Q1523,Q1524,Q1081_1_1,Q1081_2_1,Q1081_3_1,Q1069_1,Q1069_9,Q1069_6,Q1069_7,Q1069_8,Q1069_10,Q1069_11,Q1069_12,Q1069_13,Q1026_1,Q1026_9,Q1026_6,Q1026_7,Q1026_8,Q1026_10,Q1026_11,Q1026_12,Q1026_13,Q1076,Q1091,Q1077,Q1092,Q1078,Q1073,Q1080,Q1139,Q1141,Q1143,Q1145,Q1506,Q1507,Q1515,Q1516,Q1518,Q1519,Q1521,Q1522,Q1112,Q1130,Q1114,Q1115,Q1129,Q1147,Q1149,Q1150,Q1151,Q1152,fish_Y,Q1071,meals_Y,fish_BY,Q1083,meals_BY,Q747,B_Y_type,L_Y_type,D_Y_type,B_BY_type,L_BY_type,D_BY_type,Q748,Q749,B_Y_source,Q766,Q751,Q762,Q763,Q764,Q765,Q911,Q912,Q913,L_Y_source,Q915,Q916,Q928,Q929,Q930,Q931,Q934,Q935,Q936,D_Y_source,Q938,Q939,Q951,Q952,Q953,Q954,Q957,Q958,Q959,B_BY_source,Q961,Q962,Q974,Q975,Q976,Q977,Q980,Q981,Q982,L_BY_source,Q984,Q985,Q997,Q998,Q999,Q1000,Q1003,Q1004,Q1005,D_BY_source,Q1007,Q1008,Q1020,Q1021,Q1022,Q1023,Q1031,Q1086,Q1074,Q1051,Q1052_1,Q1052_2,Q1052_3,Q1052_4,Q1087,Q1257,Q1090,Q1527,Q2,Q4,Q3,Q14,Q29,Q12,Q15_102,Q15_103,Q15_104,Q15_105,Q15_106,Q15_107,Q15_108,Q15_109,Q15_110,Q15_111,buyer,SDA
24,Doramae,1,1,1,1,1,1,10301,7,Ngeremlengui,NA,Ngermetengel ,1,1,4,2,2,1,NA,100,0,0,weekly,weekly,rarely_never,rarely_never,weekly,triweekly,bi_monthly,triweekly,rarely_never,thrice_plus,thrice_plus,never,never,twice,thrice_plus,once,never,never,NA,NA,NA,NA,NA,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,1,"2,3",2,NA,NA,NA,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,6,NA,5,2,15,16,14,11,NA,NA,NA,NA,4,1992,1,Modekngei,HS,"$5,000-$9,999",NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,0
25,Doramae,0,0,1,1,1,1,10301,7,Ngeremlengui,NA,Ngermetengel ,1,1,3,3,0,1,NA,0,0,100,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,triweekly,triweekly,weekly,rarely_never,thrice_plus,twice,never,never,thrice_plus,thrice_plus,once,never,never,NA,NA,NA,NA,NA,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1969,1,Protestant,HS,"$10,000-$29,999",1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0
26,Doramae,0,0,0,0,1,1,10301,7,Ngeremlengui,NA,Ngermetengel ,1,1,5,5,0,2,1,NA,NA,NA,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,triweekly,triweekly,bi_monthly,rarely_never,once,once,never,never,thrice_plus,thrice_plus,once,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",2,NA,NA,NA,"1,2",NA,NA,NA,1,1,"2,3",2,1,2,1,NA,NA,can_mack,can_mack,NA,can_tuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,1,2,NA,2,NA,NA,NA,NA,309,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1956,1,Protestant,HS,"$10,000-$29,999",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0
27,Doramae,1,1,1,1,1,1,80101,4,Ngaraard,NA,Chelab,1,1,3,3,0,1,NA,25,25,50,bi_monthly,bi_monthly,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,daily,rarely_never,thrice_plus,thrice_plus,never,never,never,never,never,twice,never,NA,NA,NA,NA,2,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"1,2",NA,NA,1,NA,1,"1,2,3",3,1,"2,3",2,301,reef,reef,reef,NA,reef,grouper,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,303,NA,1,1,13,NA,NA,NA,NA,NA,6,NA,5,5,16,16,14,11,NA,NA,NA,NA,4,1969,1,Protestant,HS,"$5,000-$9,999",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0
28,Doramae,0,0,1,1,1,1,80101,4,Ngaraard,NA,Chelab,1,1,4,4,0,1,NA,0,0,100,bi_monthly,bi_monthly,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,daily,rarely_never,once,once,never,never,never,never,never,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,"1,2,3",3,1,"1,2,3",3,301,reef,deep_snapper,deep_snapper,grouper,grouper,reef,NA,1,3,NA,NA,NA,NA,NA,NA,304,NA,1,3,NA,NA,NA,NA,NA,NA,304,NA,1,3,NA,NA,NA,NA,NA,NA,303,NA,1,3,NA,NA,NA,NA,NA,NA,303,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1942,1,Protestant,2-year degree,"$30,000-$49,999",2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0
29,Doramae,1,1,1,1,1,1,80101,4,Ngaraard,NA,Chelab,1,1,3,3,0,1,NA,100,0,0,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,weekly,daily,rarely_never,never,never,never,never,never,twice,once,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,1,NA,2,NA,NA,NA,NA,1,"1,2,3",3,1,"1,2,3",3,301,reef,reef,reef,deep_snapper,grouper,deep_snapper,NA,1,1,4,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,304,NA,1,1,4,NA,NA,NA,NA,NA,303,NA,1,1,4,NA,NA,NA,NA,NA,304,NA,1,1,4,NA,NA,NA,NA,NA,6,NA,5,2,16,16,12,NA,NA,NA,NA,NA,4,1963,1,Protestant,HS,"$5,000-$9,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
30,Doramae,1,0,1,1,1,1,80101,4,Ngaraard,NA,Chelab,1,1,1,1,0,1,NA,0,100,0,triweekly,triweekly,rarely_never,bi_monthly,rarely_never,rarely_never,rarely_never,triweekly,rarely_never,thrice_plus,thrice_plus,never,never,twice,twice,never,thrice_plus,never,NA,NA,NA,NA,2,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,reef,NA,NA,NA,mahi,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,2,3,NA,NA,6,NA,NA,NA,5,2,NA,3,15,15,11,11,24,NA,"7,9",NA,3,1965,1,Protestant,2-year degree,"$30,000-$49,999",1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0
31,Doramae,0,0,0,0,1,1,80101,4,Ngaraard,NA,Chelab,1,1,1,1,0,1,NA,0,100,0,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,triweekly,bi_monthly,bi_monthly,rarely_never,once,once,never,never,twice,twice,never,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,"1,3",2,NA,NA,NA,1,2,1,2,0,0,NA,NA,can_mack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1975,3,None,HS,"$5,000-$9,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
32,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,5,5,0,1,NA,15,0,85,weekly,weekly,rarely_never,bi_monthly,bi_monthly,bi_monthly,bi_monthly,bi_monthly,rarely_never,never,never,never,never,thrice_plus,thrice_plus,thrice_plus,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,reef,wahoo,NA,wahoo,wahoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,310,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,1,1,12,NA,NA,NA,NA,NA,310,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,4,14,16,14,14,22,NA,"1,8",NA,4,1968,1,Protestant,4-year degree,"$10,000-$29,999",1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0
33,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,5,4,1,1,NA,100,0,0,bi_monthly,rarely_never,bi_monthly,triweekly,triweekly,triweekly,bi_monthly,triweekly,rarely_never,twice,twice,never,never,thrice_plus,thrice_plus,never,never,never,NA,NA,NA,NA,NA,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,1,"2,3",2,1,0,0,NA,NA,raw_tuna,cook_tuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,1,1,12,NA,NA,NA,NA,NA,307,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,3,12,12,12,12,NA,NA,NA,NA,4,1951,1,Protestant,HS,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
34,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,6,3,3,1,NA,0,0,100,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,triweekly,triweekly,triweekly,rarely_never,never,never,never,never,thrice_plus,thrice_plus,thrice_plus,twice,never,NA,NA,NA,NA,0,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,NA,1,"1,2,3",3,1,"1,2,3",3,304,deep_snapper,deep_snapper,deep_snapper,deep_snapper,deep_snapper,deep_snapper,NA,1,1,12,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,5,1,NA,4,16,16,14,14,NA,2,NA,8,4,1960,1,Protestant,<HS,"$5,000-$9,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
35,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,5,3,2,1,NA,0,0,100,triweekly,triweekly,weekly,rarely_never,triweekly,triweekly,triweekly,triweekly,rarely_never,thrice_plus,thrice_plus,once,never,thrice_plus,thrice_plus,thrice_plus,never,never,NA,NA,loin,2.25,NA,loin,don't_like,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,0,0,1,"2,3",2,NA,NA,NA,NA,NA,reef,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,315,Unicorn fish,1,3,NA,NA,NA,NA,NA,NA,6,NA,5,5,16,16,16,16,NA,NA,NA,NA,4,1972,1,Catholic,4-year degree,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
36,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,6,3,3,1,NA,100,0,0,rarely_never,bi_monthly,rarely_never,bi_monthly,triweekly,triweekly,triweekly,triweekly,rarely_never,never,twice,never,once,thrice_plus,thrice_plus,twice,never,never,piece,8,NA,NA,NA,loin,fillet,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,grouper,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,16,16,16,12,22,NA,9,NA,4,1991,1,Protestant,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
37,Flora,1,1,1,1,1,1,61003,Koror,Koror,urban,Ngerchemai,1,1,5,3,2,1,NA,100,0,0,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,triweekly,triweekly,daily,rarely_never,never,never,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,NA,2,0,0,1,"2,3",2,NA,NA,NA,NA,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,2,16,16,12,12,22,NA,8,NA,4,1972,1,Catholic,some college,"$5,000-$9,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
38,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngerchemai,1,1,8,6,2,1,NA,0,100,0,rarely_never,rarely_never,rarely_never,rarely_never,daily,daily,daily,bi_monthly,rarely_never,never,never,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,loin,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,2,NA,NA,1,2,1,2,0,0,NA,NA,deep_snapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1944,1,Protestant,2-year degree,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
39,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngerchemai,1,1,5,5,0,1,NA,0,0,100,rarely_never,rarely_never,rarely_never,rarely_never,daily,daily,triweekly,daily,rarely_never,twice,never,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,whole,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,2,NA,NA,2,0,0,1,2,1,NA,NA,NA,NA,NA,grouper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,6,16,16,16,16,24,NA,8,NA,4,1970,1,Catholic,<HS,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
40,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngerchemai,1,1,2,2,0,1,NA,100,0,0,bi_monthly,bi_monthly,rarely_never,rarely_never,weekly,weekly,weekly,daily,rarely_never,never,once,never,never,twice,twice,twice,never,never,NA,NA,NA,NA,NA,whole,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,1,1,3,1,1,2,1,NA,NA,NA,deep_snapper,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,13,23,NA,8,NA,4,1958,1,Catholic,<HS,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
41,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngerchemai,1,1,1,1,1,1,NA,0,0,100,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,weekly,triweekly,rarely_never,never,never,never,never,never,twice,twice,never,never,NA,NA,NA,NA,NA,steak,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,2,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1952,1,Protestant,2-year degree,"<$4,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
42,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngerchemai,1,1,4,2,2,1,NA,100,0,0,rarely_never,triweekly,bi_monthly,rarely_never,triweekly,triweekly,triweekly,bi_monthly,rarely_never,never,thrice_plus,never,never,thrice_plus,thrice_plus,twice,twice,never,NA,NA,NA,NA,2.75,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,2,0,0,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,5,16,15,14,16,NA,2,NA,8,3,1980,1,Catholic,HS,"$5,000-$9,999",1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0
43,Flora,1,1,1,1,1,1,61006,Koror,Koror,urban,Ngercchemai,1,1,3,2,1,1,NA,0,100,0,bi_monthly,rarely_never,triweekly,rarely_never,bi_monthly,bi_monthly,weekly,triweekly,rarely_never,twice,never,thrice_plus,never,twice,twice,twice,thrice_plus,never,NA,NA,whole,2.75,5,whole,don't_like,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,1,1,3,1,NA,NA,reef,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,2,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1975,3,Catholic,4-year degree,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
44,Doramae ,0,0,1,1,1,1,80301,4,Ngaraard,NA,Ngebuked ,1,1,4,3,1,1,NA,0,0,100,triweekly,triweekly,rarely_never,rarely_never,triweekly,triweekly,weekly,weekly,rarely_never,thrice_plus,thrice_plus,never,never,thrice_plus,thrice_plus,once,never,never,NA,NA,NA,NA,NA,steak,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,1,"2,3",2,NA,NA,NA,NA,NA,grouper,grouper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,2,3,NA,NA,6,NA,NA,NA,303,NA,2,3,NA,NA,6,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1982,1,Protestant,2-year degree,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0
45,Doramae ,0,0,0,0,1,1,80301,4,Ngaraard,NA,Ngebuked ,1,1,2,2,0,1,NA,100,0,0,weekly,weekly,rarely_never,rarely_never,weekly,weekly,weekly,triweekly,rarely_never,thrice_plus,thrice_plus,never,never,thrice_plus,thrice_plus,once,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,1,NA,2,NA,NA,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,reef,reef,NA,grouper,grouper,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,1,1,4,NA,NA,NA,NA,NA,303,NA,1,1,4,NA,NA,NA,NA,NA,6,NA,5,3,16,16,12,11,NA,NA,NA,NA,4,1956,1,Protestant,some college,"$5,000-$9,999",1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,0
46,Doramae,0,0,1,1,1,1,80301,4,Ngaraard,NA,Ngebuked,1,1,5,5,0,1,NA,100,0,0,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,triweekly,weekly,triweekly,rarely_never,thrice_plus,once,never,never,thrice_plus,thrice_plus,never,never,never,NA,NA,NA,NA,NA,loin,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,"2,3",2,1,"1,3",2,NA,NA,reef,reef,can_tuna,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,308,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,4,NA,NA,NA,NA,NA,6,NA,5,2,15,15,12,11,NA,NA,NA,NA,4,1991,1,Protestant,some college,"$10,000-$29,999",1,NA,NA,3,NA,NA,NA,NA,2,NA,1,0
47,Doramae ,0,0,0,0,1,1,80301,4,Ngaraard,NA,Ngebuked ,1,1,4,3,1,1,NA,50,0,50,weekly,weekly,rarely_never,rarely_never,triweekly,triweekly,weekly,triweekly,rarely_never,thrice_plus,thrice_plus,never,never,thrice_plus,thrice_plus,once,never,never,NA,NA,NA,NA,NA,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,1,"2,3",2,NA,NA,NA,NA,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,5,5,16,16,12,11,NA,NA,NA,NA,4,1978,1,Protestant,some college,"$10,000-$29,999",1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0
